time;variable;index;id;name;numsamples;min;mean;max;std;
1965-01-01T00:00:00;index;18;LT;Lietuva;14716;-3.17319;-2.1585;-1.04312;0.732407
1965-01-01T00:00:00;index;19;LU;Luxembourg;519;-0.500725;-0.500725;-0.500725;5.96046e-08
1965-01-01T00:00:00;index;20;LV;Latvija;15217;-3.62378;-2.63278;-1.40588;0.735983
1965-01-01T00:00:00;index;21;ME;Tsrna Gora;2433;-2.02763;-2.02763;-2.02763;0.0
1965-01-01T00:00:00;index;22;MK;Poraneshna Jugoslovenska Republika Makedonija;4381;-2.88584;-2.07368;-1.8391;0.223272
1965-01-01T00:00:00;index;23;MT;Malta;50;-2.51854;-2.50254;-2.43857;0.031986
1965-01-01T00:00:00;index;24;NL;Nederland;7841;-0.68549;-0.068185;1.2007;0.563682
1965-01-01T00:00:00;index;25;NO;Norge;96967;-2.81462;-1.40228;1.34437;0.977325
1965-01-01T00:00:00;index;26;PL;Polska;65448;-2.04615;-0.984659;-0.0933022;0.618987
1965-01-01T00:00:00;index;27;PT;Portugal;14961;nan;nan;nan;nan
1965-01-01T00:00:00;index;28;RO;Romania;44171;-3.57674;-1.4069;-0.105446;0.746246
1965-01-01T00:00:00;index;29;SE;Sverige;126657;-2.81462;-1.51666;0.525402;0.859598
1965-01-01T00:00:00;index;30;SI;Slovenija;3767;-1.2402;-0.443103;-0.435412;0.0782976
1965-01-01T00:00:00;index;31;SK;Slovensko;9591;-1.53655;-0.562183;-0.0933022;0.336724
1965-01-01T00:00:00;index;32;TR;Turkiye;65663;-5.09626;-3.88609;-2.86122;0.707943
1965-01-01T00:00:00;index;33;UK;United Kingdom;54019;-0.166756;0.517221;1.06652;0.326831
1965-01-01T00:00:00;index;34;FR;France;103191;-2.91304;0.018141;0.605792;0.446282
1966-01-01T00:00:00;index;0;AT;Osterreich;16037;-2.99917;-2.74121;-1.77523;0.316368
1966-01-01T00:00:00;index;1;BE;Belgique-Belgie;6223;-2.84874;-2.33869;-2.22489;0.211085
1966-01-01T00:00:00;index;2;BG;Balgariya;19525;-3.50848;-3.07569;-1.36712;0.636623
1966-01-01T00:00:00;index;3;CH;Schweiz/Suisse/Svizzera;7783;-2.47543;-2.28838;-1.54131;0.266853
1966-01-01T00:00:00;index;4;CY;Kipros / Kibris;1473;-1.65259;-1.65259;-1.65259;1.19209e-07
1966-01-01T00:00:00;index;5;CZ;Ceska republika;15755;-2.84707;-2.16588;-1.70885;0.404908
